School_ID,Short_Name,Long_Name,School_Type,Primary_Category,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Progress_Report_Year,Blue_Ribbon_Award_Year,Excelerate_Award_Gold_Year,Spot_Light_Award_Year,Improvement_Award_Year,Excellence_Award_Year,Student_Growth_Rating,Student_Growth_Description,Growth_Reading_Grades_Tested_Pct_ES,Growth_Reading_Grades_Tested_Label_ES,Growth_Math_Grades_Tested_Pct_ES,Growth_Math_Grades_Tested_Label_ES,Student_Attainment_Rating,Student_Attainment_Description,Attainment_Reading_Pct_ES,Attainment_Reading_Lbl_ES,Attainment_Math_Pct_ES,Attainment_Math_Lbl_ES,Culture_Climate_Rating,Culture_Climate_Description,School_Survey_Student_Response_Rate_Pct,School_Survey_Student_Response_Rate_Avg_Pct,School_Survey_Teacher_Response_Rate_Pct,School_Survey_Teacher_Response_Rate_Avg_Pct,School_Survey_Parent_Response_Rate_Pct,School_Survey_Parent_Response_Rate_Avg_Pct,Healthy_School_Certification,Healthy_School_Certification_Description,Creative_School_Certification,Creative_School_Certification_Description,NWEA_Reading_Growth_Grade_3_Pct,NWEA_Reading_Growth_Grade_3_Lbl,NWEA_Reading_Growth_Grade_4_Pct,NWEA_Reading_Growth_Grade_4_Lbl,NWEA_Reading_Growth_Grade_5_Pct,NWEA_Reading_Growth_Grade_5_Lbl,NWEA_Reading_Growth_Grade_6_Pct,NWEA_Reading_Growth_Grade_6_Lbl,NWEA_Reading_Growth_Grade_7_Pct,NWEA_Reading_Growth_Grade_7_Lbl,NWEA_Reading_Growth_Grade_8_Pct,NWEA_Reading_Growth_Grade_8_Lbl,NWEA_Math_Growth_Grade_3_Pct,NWEA_Math_Growth_Grade_3_Lbl,NWEA_Math_Growth_Grade_4_Pct,NWEA_Math_Growth_Grade_4_Lbl,NWEA_Math_Growth_Grade_5_Pct,NWEA_Math_Growth_Grade_5_Lbl,NWEA_Math_Growth_Grade_6_Pct,NWEA_Math_Growth_Grade_6_Lbl,NWEA_Math_Growth_Grade_7_Pct,NWEA_Math_Growth_Grade_7_Lbl,NWEA_Math_Growth_Grade_8_Pct,NWEA_Math_Growth_Grade_8_Lbl,NWEA_Reading_Attainment_Grade_2_Pct,NWEA_Reading_Attainment_Grade_2_Lbl,NWEA_Reading_Attainment_Grade_3_Pct,NWEA_Reading_Attainment_Grade_3_Lbl,NWEA_Reading_Attainment_Grade_4_Pct,NWEA_Reading_Attainment_Grade_4_Lbl,NWEA_Reading_Attainment_Grade_5_Pct,NWEA_Reading_Attainment_Grade_5_Lbl,NWEA_Reading_Attainment_Grade_6_Pct,NWEA_Reading_Attainment_Grade_6_Lbl,NWEA_Reading_Attainment_Grade_7_Pct,NWEA_Reading_Attainment_Grade_7_Lbl,NWEA_Reading_Attainment_Grade_8_Pct,NWEA_Reading_Attainment_Grade_8_Lbl,NWEA_Math_Attainment_Grade_2_Pct,NWEA_Math_Attainment_Grade_2_Lbl,NWEA_Math_Attainment_Grade_3_Pct,NWEA_Math_Attainment_Grade_3_Lbl,NWEA_Math_Attainment_Grade_4_Pct,NWEA_Math_Attainment_Grade_4_Lbl,NWEA_Math_Attainment_Grade_5_Pct,NWEA_Math_Attainment_Grade_5_Lbl,NWEA_Math_Attainment_Grade_6_Pct,NWEA_Math_Attainment_Grade_6_Lbl,NWEA_Math_Attainment_Grade_7_Pct,NWEA_Math_Attainment_Grade_7_Lbl,NWEA_Math_Attainment_Grade_8_Pct,NWEA_Math_Attainment_Grade_8_Lbl,School_Survey_Involved_Families,School_Survey_Supportive_Environment,School_Survey_Ambitious_Instruction,School_Survey_Effective_Leaders,School_Survey_Collaborative_Teachers,School_Survey_Safety,Suspensions_Per_100_Students_Year_1_Pct,Suspensions_Per_100_Students_Year_2_Pct,Suspensions_Per_100_Students_Avg_Pct,Misconducts_To_Suspensions_Year_1_Pct,Misconducts_To_Suspensions_Year_2_Pct,Misconducts_To_Suspensions_Avg_Pct,Average_Length_Suspension_Year_1_Pct,Average_Length_Suspension_Year_2_Pct,Average_Length_Suspension_Avg_Pct,Behavior_Discipline_Year_1,Behavior_Discipline_Year_2,School_Survey_School_Community,School_Survey_Parent_Teacher_Partnership,School_Survey_Quality_Of_Facilities,Student_Attendance_Year_1_Pct,Student_Attendance_Year_2_Pct,Student_Attendance_Avg_Pct,Teacher_Attendance_Year_1_Pct,Teacher_Attendance_Year_2_Pct,Teacher_Attendance_Avg_Pct,One_Year_Dropout_Rate_Year_1_Pct,One_Year_Dropout_Rate_Year_2_Pct,One_Year_Dropout_Rate_Avg_Pct,Other_Metrics_Year_1,Other_Metrics_Year_2,Freshmen_On_Track_School_Pct_Year_2,Freshmen_On_Track_CPS_Pct_Year_2,Freshmen_On_Track_School_Pct_Year_1,Freshmen_On_Track_CPS_Pct_Year_1,Graduation_4_Year_School_Pct_Year_2,Graduation_4_Year_CPS_Pct_Year_2,Graduation_4_Year_School_Pct_Year_1,Graduation_4_Year_CPS_Pct_Year_1,Graduation_5_Year_School_Pct_Year_2,Graduation_5_Year_CPS_Pct_Year_2,Graduation_5_Year_School_Pct_Year_1,Graduation_5_Year_CPS_Pct_Year_1,College_Enrollment_School_Pct_Year_2,College_Enrollment_CPS_Pct_Year_2,College_Enrollment_School_Pct_Year_1,College_Enrollment_CPS_Pct_Year_1,College_Persistence_School_Pct_Year_2,College_Persistence_CPS_Pct_Year_2,College_Persistence_School_Pct_Year_1,College_Persistence_CPS_Pct_Year_1,Progress_Toward_Graduation_Year_1,Progress_Toward_Graduation_Year_2,State_School_Report_Card_URL,Mobility_Rate_Pct,Chronic_Truancy_Pct,Empty_Progress_Report_Message,School_Survey_Rating_Description,Supportive_School_Award,Supportive_School_Award_Desc,Parent_Survey_Results_Year,School_Latitude,School_Longitude,PSAT_Grade_9_Score_School_Avg,PSAT_Grade_10_Score_School_Avg,SAT_Grade_11_Score_School_Avg,SAT_Grade_11_Score_CPS_Avg,Growth_PSAT_Grade_9_School_Pct,Growth_PSAT_Grade_9_School_Lbl,Growth_PSAT_Reading_Grade_10_School_Pct,Growth_PSAT_Reading_Grade_10_School_Lbl,Growth_SAT_Grade_11_School_Pct,Growth_SAT_Grade_11_School_Lbl,Attainment_PSAT_Grade_9_School_Pct,Attainment_PSAT_Grade_9_School_Lbl,Attainment_PSAT_Grade_10_School_Pct,Attainment_PSAT_Grade_10_School_Lbl,Attainment_SAT_Grade_11_School_Pct,Attainment_SAT_Grade_11_School_Lbl,Attainment_All_Grades_School_Pct,Attainment_All_Grades_School_Lbl,Growth_PSAT_Math_Grade_10_School_Pct,Growth_PSAT_Math_Grade_10_School_Lbl,Growth_SAT_Reading_Grade_11_School_Pct,Growth_SAT_Reading_Grade_11_School_Lbl,Growth_SAT_Math_Grade_11_School_Pct,Growth_SAT_Math_Grade_11_School_Lbl,latitude,longitude
400179,NOBLE - MANSUETO HS,Noble Mansueto High School,Charter,HS,2911 W 47TH,Chicago,Illinois,60632,773-349-8200,773-409-0440,https://www.cps.edu/schools/schoolprofiles/400179,https://nobleschools.org/mansueto,2022,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,,,,,BELOW EXPECTATIONS,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",55.0,73.0,70.0,71.0,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EMERGING,"This school is Emerging in the arts. It rarely meets the goals and priorities outlined in the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEUTRAL,STRONG,STRONG,NEUTRAL,WEAK,WEAK,,,5.4,,,13.8,,,2.2 days,2021.0,2022.0,,,,81.6,86.3,86.9,,,92.5,0.1,1.9,6.1,2021.0,2022.0,82.3,88.8,74.9,86.7,89.2,82.9,86.9,80.2,90.4,84.0,89.9,83.8,71.3,61.8,81.3,61.9,66.4,71.2,,,2021.0,2022.0,http://iirc.niu.edu/School.aspx?schoolid=15016299025044C,3.2,43.3,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2022.0,41.800136,-87.728003,,,910.0,939.0,,,,,,,30.5,30.5,26.2,26.2,21.4,21.4,25.8,25.8,,,,,,,,
609745,SOUTHSIDE HS,Southside Occupational Academy High School,Special Education,HS,7342 S HOYNE AVE,Chicago,Illinois,60636,773-535-9100,773-535-9110,https://www.cps.edu/schools/schoolprofiles/609745,https://southsideacademycps.org,2022,,,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,,,,,NO DATA AVAILABLE,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,WELL ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",53.5,73.0,69.8,71.0,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EMERGING,"This school is Emerging in the arts. It rarely meets the goals and priorities outlined in the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,VERY STRONG,,4.6,5.4,,41.0,13.8,,1.5 days,2.2 days,2021.0,2022.0,,,,80.1,83.0,86.9,86.7,91.8,92.5,0.9,1.0,6.1,2021.0,2022.0,,,,,,,,,,,,,,61.8,3.1,61.9,,,,,2021.0,2022.0,http://iirc.niu.edu/School.aspx?schoolid=150162990253765,,,,,EXEMPLARY,"This school has a strong commitment and robust systems to support social and emotional learning (SEL).  Documents, observations, and interviews with students, parents, and other members of the school community demonstrate that SEL is a core part of students’ experience and the learning environment meets CPS School Climate Standards.",2022.0,41.759852,-87.675947,,,0.0,939.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,41.7596937,-87.67622
610055,FARADAY,Michael Faraday Elementary School,Neighborhood,ES,3250 W MONROE ST,Chicago,Illinois,60624,773-534-6670,773-534-6659,https://www.cps.edu/schools/schoolprofiles/610055,https://faradayelementary.org,2022,,2022.0,,2013.0,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,WELL ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",83.5,73.0,90.5,71.0,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,INCOMPLETE DATA,"This school has an arts designation of Incomplete Data, and may or may not meet the goals and priorities of the CPS Arts Education Plan, but the school has insufficient data available to complete an assessment. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,,0.6,5.4,,4.2,13.8,,5.0 days,2.2 days,2021.0,2022.0,,,,87.9,85.3,86.9,87.8,89.8,92.5,,,,2021.0,2022.0,,,,,,,,,,,,,,,,,,,,,2021.0,2022.0,http://iirc.niu.edu/School.aspx?schoolid=150162990252195,22.3,55.9,,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2022.0,41.879714,-87.708092,,,0.0,939.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,41.8798883,-87.7082623
610185,STEVENSON,Adlai E Stevenson Elementary School,Neighborhood,ES,8010 S KOSTNER AVE,Chicago,Illinois,60652,773-535-2280,773-535-2339,https://www.cps.edu/schools/schoolprofiles/610185,http://stevenson.cps.edu,2022,,2022.0,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,WELL ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",87.5,73.0,62.0,71.0,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERY STRONG,STRONG,STRONG,STRONG,STRONG,NEUTRAL,,0.4,5.4,,4.9,13.8,,2.0 days,2.2 days,2021.0,2022.0,,,,94.9,90.7,86.9,90.1,92.9,92.5,,,,2021.0,2022.0,,,,,,,,,,,,,,,,,,,,,2021.0,2022.0,http://iirc.niu.edu/School.aspx?schoolid=150162990252465,5.8,34.0,,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2022.0,41.747107,-87.731666,,,0.0,939.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,41.7471416,-87.7321285
610235,YOUNG ES,Ella Flagg Young Elementary School,Neighborhood,ES,1434 N PARKSIDE AVE,Chicago,Illinois,60651,773-534-6200,773-534-6203,https://www.cps.edu/schools/schoolprofiles/610235,https://www.EFYOUNGES.COM,2022,,2022.0,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",85.3,73.0,65.2,71.0,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,WEAK,STRONG,NEUTRAL,NEUTRAL,WEAK,,,5.4,,,13.8,,,2.2 days,2021.0,2022.0,,,,86.0,86.0,86.9,83.4,90.6,92.5,,,,2021.0,2022.0,,,,,,,,,,,,,,,,,,,,,2021.0,2022.0,http://iirc.niu.edu/School.aspx?schoolid=150162990252525,14.4,53.8,,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2022.0,41.906791,-87.767143,,,0.0,939.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,41.90647939999999,-87.76749919999999
610102,OGLESBY,Richard J Oglesby Elementary School,Neighborhood,ES,7646 S GREEN ST,Chicago,Illinois,60620,773-535-3060,773-535-3390,https://www.cps.edu/schools/schoolprofiles/610102,https://oglesby.cps.edu,2022,,2022.0,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,PARTIALLY ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",90.2,73.0,87.5,71.0,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEAK,NEUTRAL,STRONG,VERY WEAK,VERY WEAK,WEAK,,,5.4,,,13.8,,,2.2 days,2021.0,2022.0,,,,95.4,89.3,86.9,77.2,90.6,92.5,,,,2021.0,2022.0,,,,,,,,,,,,,,,,,,,,,2021.0,2022.0,http://iirc.niu.edu/School.aspx?schoolid=150162990252381,27.9,48.8,,,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2022.0,41.75467,-87.645469,,,0.0,939.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
400128,YCCS - CCA ACADEMY,YCCS-CCA Academy HS,Charter,HS,1231 S PULASKI RD,Chicago,Illinois,60623,773-762-2272,773-762-2065,https://www.cps.edu/schools/schoolprofiles/400128,https://ccaacademy.org,2022,,,,,,,"Average fall-to-spring, fall-to-winter, or winter-to-spring growth percentile of students on the STAR reading and math assessments.",,,,,FAR BELOW EXPECTATIONS,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,WELL ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",65.8,73.0,99.9,71.0,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT ENOUGH DATA,STRONG,STRONG,STRONG,STRONG,WEAK,,,5.4,,,13.8,,,2.2 days,2021.0,2022.0,,,,48.2,47.4,86.9,,,92.5,3.0,42.6,6.1,2021.0,2022.0,,,,,,,,,,,,,20.8,61.8,7.1,61.9,,,,,2021.0,2022.0,http://iirc.niu.edu/School.aspx?schoolid=15016299025059C,90.1,90.5,,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2022.0,41.864943,-87.723662,,,780.0,939.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,41.8652027,-87.7249557
609800,BENNETT,Frank I Bennett Elementary School,Neighborhood,ES,10115 S PRAIRIE AVE,Chicago,Illinois,60628,773-535-5460,773-535-5577,https://www.cps.edu/schools/schoolprofiles/609800,https://bennettschool.org,2022,,2022.0,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,NOT ENOUGH DATA,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",,73.0,35.7,71.0,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,INCOMPLETE DATA,"This school has an arts designation of Incomplete Data, and may or may not meet the goals and priorities of the CPS Arts Education Plan, but the school has insufficient data available to complete an assessment. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,2.3,5.4,,30.0,13.8,,2.5 days,2.2 days,2021.0,2022.0,,,,89.6,86.5,86.9,85.5,90.6,92.5,,,,2021.0,2022.0,,,,,,,,,,,,,,,,,,,,,2021.0,2022.0,http://iirc.niu.edu/School.aspx?schoolid=150162990252083,20.1,47.4,,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2022.0,41.710435,-87.61739,,,0.0,939.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,41.7103629,-87.6169733
610347,CLAREMONT,Claremont Academy Elementary School,Neighborhood,ES,2300 W 64TH ST,Chicago,Illinois,60636,773-535-8110,773-535-8108,https://www.cps.edu/schools/schoolprofiles/610347,https://claremontcps.org,2022,,2022.0,,,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,,,,,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,,,,,ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",79.0,73.0,60.3,71.0,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEUTRAL,VERY STRONG,VERY STRONG,NEUTRAL,NEUTRAL,VERY STRONG,,8.6,5.4,,70.8,13.8,,2.8 days,2.2 days,2021.0,2022.0,,,,84.4,85.0,86.9,84.8,90.6,92.5,,,,2021.0,2022.0,,,,,,,,,,,,,,,,,,,,,2021.0,2022.0,http://iirc.niu.edu/School.aspx?schoolid=150162990252936,18.3,59.5,,,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2022.0,41.777511,-87.681061,,,0.0,939.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,41.7778245,-87.6814554
610571,OMBUDSMAN - WEST HS,Ombudsman Chicago- West,Citywide-Option,HS,2401 W CONGRESS PKWY,Chicago,Illinois,60612,312-243-1550,312-243-1562,https://www.cps.edu/schools/schoolprofiles/610571,https://chicago.ombudsman.com,2022,,,,,,,"Average fall-to-spring, fall-to-winter, or winter-to-spring growth percentile of students on the STAR reading and math assessments.",,,,,FAR BELOW EXPECTATIONS,"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",,,,,ORGANIZED,"Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",53.4,73.0,99.9,71.0,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,INCOMPLETE DATA,"This school has an arts designation of Incomplete Data, and may or may not meet the goals and priorities of the CPS Arts Education Plan, but the school has insufficient data available to complete an assessment. To learn more, visit  http://www.cpsarts.org/ .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT ENOUGH DATA,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NEUTRAL,,,5.4,,,13.8,,,2.2 days,2021.0,2022.0,,,,48.1,40.4,86.9,,,92.5,30.1,40.1,6.1,2021.0,2022.0,,,,,7.9,82.9,3.2,80.2,6.5,84.0,12.2,83.8,22.5,61.8,16.3,61.9,,,68.8,71.7,2021.0,2022.0,http://iirc.niu.edu/School.aspx?schoolid=150162990259507,,,,,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2022.0,41.874673,-87.687842,,,768.0,939.0,,,,,,,0.0,0.0,0.0,0.0,5.3,5.3,12.9,12.9,,,,,,,41.8746391,-87.6865357
